Small Unit Installation Postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
5051,2907,14932.378,10,89.06,18,163.37,14,136.84,16,121.315,12,101.38,17,139.73,31,224.96,42,337.665,37,322.41,43,358.29,23,210.455,29,250.32,15,122.115,18,155.695,3232,17665.983
5052,1153,6160.015,6,60.36,13,109.26,9,95.8,5,35.96,6,50.89,7,64.3,16,114.75,16,124.38,13,97.56,8,58.96,17,162.1,14,121.92,7,64.065,8,71.755,1298,7392.075
5061,1625,10866.962,11,121.68,9,76.85,7,67.16,10,107.61,11,121.51,6,73.25,15,141.94,13,137.415,16,182.995,11,118.756,15,132.05,13,120.96,12,124.33,8,83.855,1782,12477.323
5062,2685,15829.748,12,127.45,22,215.61,20,253.075,19,229.8,19,229.83,22,186.66,40,329.3,38,256.235,47,382.065,29,243.781,33,305.275,29,288.43,19,199.855,14,105.92,3048,19183.034
5063,1728,10328.137,4,27.97,11,108.59,15,115.65,10,98.16,10,89.69,10,112.54,15,113.81,13,124.24,10,168.64,17,183.793,16,121.33,17,225.26,10,96.12,10,89.44,1896,12003.37
5064,1830,11402.742,9,87.28,25,200.735,17,163.417,5,133.15,5,45.28,18,172.875,19,174.68,11,165.022,13,143.33,20,170.03,21,215.1,26,333.49,15,159.645,9,69.01,2043,13635.786
5065,1676,9579.661,4,48.49,11,108.73,15,153.76,11,138.61,12,99.045,11,89.055,15,137.355,14,144.695,9,70.36,14,149.88,20,196.315,22,279.955,17,160.56,4,33.17,1855,11389.641
5066,2261,13485.911,8,76.16,20,185.26,6,61.33,12,119.8,12,116.295,15,161.61,20,208.665,10,85.37,22,187.515,20,188.715,23,220.8,24,312.935,13,116.735,5,52.815,2471,15579.916
5067,1425,9998.316,7,50.998,7,60.82,6,54.38,9,112.94,10,81.89,8,80.35,13,107.895,8,50.665,9,65.615,9,146.91,8,72.095,10,101.535,4,23.932,6,52.01,1539,11060.351
5068,1895,11384.339,7,69.29,18,164.44,16,266.83,15,140.855,15,183.24,14,127.55,16,141.23,11,120.685,10,110.4,9,78.395,25,203.645,18,220.45,8,68.995,6,44.535,2083,13324.879
5069,1414,9071.207,8,68.41,6,53.28,5,61.53,9,102.782,15,138.85,11,89.3,10,134.615,8,101.24,7,67.8,9,86.06,12,131.04,8,224.29,9,76.03,5,72.18,1536,10478.614
5070,2302,12940.047,20,153.72,16,138.25,12,76.23,21,187.99,18,163.73,11,130.92,20,178.27,20,160.421,15,191.33,23,229.725,12,102.145,22,231.735,8,70.495,17,144.267,2537,15099.275
5071,3,14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14.16
5072,2399,13772.927,10,82.057,20,172.896,14,109.04,18,177.315,12,113.985,18,167.285,17,157.675,25,210.85,22,183.055,17,168.075,24,249.52,17,183.38,17,124.885,15,112.64,2645,15985.585
5073,2683,14157.824,21,140.515,30,197.78,14,116.082,21,168.03,20,173.02,26,195.125,33,264.195,18,178.255,23,192.685,19,169.79,51,437.03,24,185.985,23,219.9,15,140.16,3021,16936.376
5074,2276,12448.099,18,110.508,22,149.1,31,231.54,17,123.85,19,161.645,27,190.29,19,181.005,13,156.905,25,230.465,20,161.38,23,181.145,16,155.34,17,163.765,14,119.065,2557,14764.102
5075,2036,9527.959,8,51.66,9,68.6,8,73.425,12,114.78,10,79.4,14,135.83,14,103.465,6,49.665,12,85.47,19,130.595,20,150.195,17,152.465,6,39.675,6,46.71,2197,10809.894
5076,1768,8768.212,11,80.99,13,122.26,12,99.04,6,53.22,13,80.03,10,80.005,12,97.27,8,57.92,9,65.845,22,152.03,16,135.5,14,138.26,9,85.77,11,93.055,1934,10109.407
5081,1645,10372.941,9,94.93,12,108.21,12,106.59,15,152.37,8,68.475,13,130.4,11,127.45,13,121.5,10,100.525,14,133.675,19,169.955,15,130.3,4,35.575,6,57.87,1806,11910.766
5082,2410,13619.386,11,99.099,19,160.585,13,112.59,13,111.88,19,207.85,14,115.95,19,207.94,18,161.38,12,115.57,13,119.435,24,245.46,27,264.845,17,144.9,16,152.95,2645,15839.82
5083,1202,6103.083,10,114.431,12,101.935,7,60.225,10,97.31,7,59.92,8,74.26,7,49.24,12,97.19,11,109.51,5,58.035,13,114.11,7,82.59,3,30.135,7,49.405,1321,7201.379
5084,1323,8106.369,7,45.83,5,35.05,17,155.59,8,54.285,6,72.24,6,45.03,11,86.725,10,76.255,9,150.94,11,76.155,7,61.87,10,121.74,6,44.17,5,36.955,1441,9169.204
5085,4240,19966.911,32,214.91,25,169.945,33,227.445,18,154,35,223.04,36,264.23,45,310.75,46,327.21,44,422.36,32,220.58,56,446.12,33,301.425,31,236.545,19,133.04,4725,23618.511
5086,3192,15526.207,19,145.46,26,204.59,26,199.75,17,133.72,14,120.25,34,253.41,42,314.025,20,153.01,17,152.505,16,120.935,16,152.395,17,148.095,14,130.5,19,155.94,3489,17910.792
5087,2031,10176.389,13,88.735,12,82.87,19,143.19,13,136.565,13,95.095,13,88.885,18,125.69,12,151.21,13,91.07,16,145.305,27,305.17,15,148.64,6,43.11,7,61.15,2228,11883.074
5088,698,4224.56,4,24.93,6,44.815,4,34.32,3,31.14,10,190.33,2,13.32,8,73.37,3,19.86,7,43.46,6,44.98,5,69.46,5,39.755,3,29.56,2,17.55,766,4901.41
5089,1295,6335.314,7,47.87,18,163.61,6,60.27,3,26.99,11,77.62,8,58.25,9,70.72,13,101.02,12,106.59,12,91.395,14,142.755,20,198.815,8,60.955,5,44.3,1441,7586.474
5090,1643,6813.839,3,17.79,15,115.912,8,64.46,7,41.18,7,47.93,6,40.96,12,78.71,10,69.555,3,18.96,12,87.05,14,131.275,16,133.85,8,60.43,3,25.73,1767,7747.631
5091,1483,6748.422,12,90.64,10,61.01,13,95.99,9,67.52,7,57.62,11,96.3,16,112.555,13,99.205,18,118.43,15,114.59,18,147.87,20,180.99,10,81.895,9,73.48,1664,8146.517
5092,3395,14978.046,24,168.22,31,217.41,20,139.45,15,101.2,23,216.625,28,167.245,26,186.485,32,237.23,24,162.88,28,198.93,23,167.205,28,210.57,22,184.135,11,77.125,3730,17412.756
5093,1816,7256.971,11,81.3,16,118.505,16,112.105,8,57.685,11,84.735,20,124.285,7,57.71,15,94.875,17,126.575,12,86.425,17,105.12,17,136.99,11,86.415,9,82.595,2003,8612.291
5094,342,6722.85,0,0,3,40.67,0,0,1,10.56,2,40.33,2,139.44,3,38.22,0,0,1,36.52,6,341.86,3,145.12,2,106.24,1,6.64,2,26.44,368,7654.89
5095,3630,20262.32,20,146.59,16,130.96,28,243.8,19,169.86,12,84.975,22,155.505,19,186.185,27,295.835,20,163.035,23,180.45,33,267.45,25,276.395,19,163.54,11,100.345,3924,22827.245
5096,2911,13740.434,11,73.625,16,113.36,15,118.26,26,202.815,9,95.73,20,159.905,15,116.195,23,175.565,14,117.085,17,165.38,25,210.765,15,136.245,11,97.555,8,81.155,3136,15604.074
5097,2680,11752.185,22,157.44,17,112.66,20,149.11,10,73.92,18,147.875,16,125.22,18,135.375,24,220.03,19,149.701,17,112.815,20,145.235,20,144.8,20,145.885,8,52.25,2929,13624.501
5098,2707,10941.418,11,69.005,8,61.53,18,120.54,15,92.85,17,131.775,20,147.09,15,115.365,22,181.44,20,137.405,22,155.855,23,170.555,15,116.74,15,117.92,10,69.975,2938,12629.463
5106,93,1927.285,0,0,0,0,1,7.4,0,0,0,0,0,0,2,19.5,0,0,3,31.98,0,0,0,0,1,6.64,0,0,0,0,100,1992.805
5107,3618,17419.51,13,92.405,33,251.393,36,256.295,24,176.22,21,219.295,39,273.555,26,178.57,26,180.98,20,151.73,13,112.34,27,195.07,22,216.445,15,168.955,13,138.66,3946,20031.423
5108,7247,34588.867,31,201.67,49,346.345,47,301.115,38,279.3,60,449.86,60,388.02,58,392.575,40,311.275,55,418.36,33,247.23,43,318.17,41,330.71,26,195.48,33,245.265,7861,39014.242
5109,4101,18811.624,14,104.48,28,251.48,23,150.515,28,218.83,30,211.035,34,264.115,38,282.635,30,218.265,35,301.59,22,171.65,40,344.26,42,383.075,13,100.22,19,160.855,4497,21974.629
5110,1766,13033.747,6,48.42,13,139.42,10,149.15,11,87.85,13,112.95,15,126.36,13,112.085,13,126.895,8,59.14,18,324.76,9,155.97,14,353.39,10,85.01,7,89.37,1926,15004.517
5111,37,1303.06,0,0,0,0,0,0,1,39.01,0,0,0,0,0,0,1,99.6,0,0,0,0,2,36.92,0,0,0,0,0,0,41,1478.59
5112,3024,14872.281,13,98.42,20,136.16,23,258.985,30,196.885,20,141.5,19,119.88,24,231.28,39,294.525,22,156.125,20,147.1,30,236.815,24,286.51,15,144.885,11,85.745,3334,17407.096
5113,2640,13448.709,17,124.45,20,121.89,22,154.61,19,126.055,24,211.565,27,171.84,21,162.17,33,238.52,34,226.465,16,97.35,33,332.77,22,188.875,17,134.71,10,65.94,2955,15805.919
5114,6656,32824.542,41,321.64,53,422.708,67,525.115,45,313.55,54,383.52,49,346.15,54,425.425,65,506.6,66,499.79,58,469.86,64,522.47,55,479.52,44,396.835,32,268.02,7403,38705.745
5115,1907,10684.154,28,206.15,27,211.855,32,252.22,20,146.75,24,184.715,26,192.225,35,279,25,170.36,23,199.3,14,107.42,25,223.54,19,143.785,22,159.705,16,117.7,2243,13278.879
5116,2089,10384.881,13,99.62,21,180.12,19,167.35,22,146.04,19,134.44,30,248.05,26,197.195,33,271.095,19,146.19,25,180.81,24,221.47,29,278.205,18,138.72,14,112.135,2401,12906.321
5117,1143,7604.926,17,124.72,19,147.58,22,179,14,128.03,18,178.44,18,154.61,16,172.32,18,164.49,23,191.85,15,138.69,29,326.435,14,128.23,13,115.275,9,87.335,1388,9841.931
5118,4282,23387.228,17,120.472,37,336.405,36,324.66,33,286.51,35,298.24,45,360.02,33,319.955,22,189.56,34,265.47,28,288.935,42,429.485,28,286.65,16,154.515,23,205.795,4711,27253.9
5120,812,9113.104,9,120.91,16,233.83,6,64.18,9,172.785,7,90.03,10,181.81,10,163.59,19,169.04,9,86.7,7,59.21,12,90.65,3,34.88,12,118.235,5,39.84,946,10738.794
5121,669,4976.855,5,64.16,6,49.98,7,84.55,6,150.42,5,56.64,5,43.36,9,91.76,6,53.02,6,41.045,6,123.675,5,79.67,2,16.97,1,6.64,1,6.64,739,5845.385
5125,4065,19268.275,13,89.36,26,190.175,34,238.25,22,181.155,27,212.37,28,213.55,30,310.59,43,311.18,32,236.955,32,250.18,32,300.47,30,202.715,14,103.335,18,152.185,4446,22260.745
5126,1342,6110.565,4,28.27,8,76.544,16,107.85,12,79.29,7,51.325,13,104.165,10,74.515,12,85.59,13,84.505,12,104.6,16,134.58,8,68.19,11,84.475,6,43.205,1490,7237.669
5127,1566,6501.71,5,32.15,9,60.6,9,57.855,18,112.645,8,46.72,14,109.645,16,131.24,23,147.335,13,84.12,7,42.285,9,68.39,13,99.1,8,60.39,4,30.71,1722,7584.895
5131,240,1381.702,0,0,1,5.28,2,19.92,1,6.66,0,0,1,5.85,1,6.66,3,16.24,1,9.96,1,6.63,2,27.1,5,42.96,0,0,0,0,258,1528.962
5132,109,1018.136,2,25.32,0,0,0,0,0,0,0,0,1,28.08,0,0,0,0,1,9.75,0,0,1,6.66,1,7.41,0,0,1,12.035,116,1107.391
5133,103,580.35,0,0,0,0,1,9.99,1,33.3,0,0,0,0,0,0,1,10.36,1,25.73,0,0,1,7.8,0,0,0,0,0,0,108,667.53
5134,102,621.835,0,0,0,0,1,7.77,1,6.225,1,3.9,0,0,0,0,1,9.25,1,20.75,0,0,0,0,0,0,0,0,0,0,107,669.73
5136,118,713.165,1,10.56,2,19.95,1,8.19,0,0,1,3.32,0,0,0,0,0,0,1,13.28,0,0,1,13.32,0,0,0,0,0,0,125,781.785
5137,137,1225.225,0,0,1,13.32,0,0,1,6.65,1,1.32,0,0,1,33.2,1,17.76,0,0,0,0,1,6.64,2,34.03,0,0,0,0,145,1338.145
5138,76,660.035,0,0,3,45.03,1,6.6,1,7.4,1,12.95,0,0,0,0,0,0,0,0,1,13.28,0,0,1,13.28,0,0,0,0,84,758.575
5139,97,961.82,1,2.96,0,0,0,0,0,0,0,0,0,0,1,13.2,1,6.66,0,0,0,0,0,0,1,15.13,0,0,0,0,101,999.77
5140,101,505.491,0,0,0,0,0,0,2,23.99,2,13.32,0,0,0,0,0,0,1,9.13,1,10.79,1,9.13,0,0,1,9.13,0,0,109,580.981
5141,190,1011.576,1,7.77,1,6.66,0,0,0,0,1,6.66,2,25.61,0,0,0,0,1,10.79,0,0,5,51.67,0,0,1,14.08,1,13.28,203,1148.096
5142,144,1002.66,0,0,0,0,2,13.53,0,0,0,0,0,0,1,6.63,2,31.66,4,35.46,1,9.88,2,17.43,2,26.56,0,0,2,75.05,160,1218.86
5144,99,671.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.395,1,4.98,0,0,2,19.98,1,5.81,1,6.56,1,10.66,106,724.964
5150,21,137.315,0,0,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,237.215
5151,76,484.61,0,0,2,24.3,0,0,1,19.36,1,13.32,0,0,0,0,1,7.8,1,6.64,0,0,0,0,0,0,1,13.28,0,0,83,569.31
5152,979,6190.063,7,91.66,9,95.59,9,83,5,60.468,13,111.691,9,95.6,11,117.69,7,85.9,8,74.25,8,75.54,12,115.7,11,154.18,4,46.53,7,75.605,1099,7473.467
5153,1716,11269.955,9,88.21,7,76.59,9,92.92,6,55.59,10,103.49,13,128.345,14,140.075,9,78.38,14,198.315,10,129.585,15,137.915,12,163.215,6,86.09,9,132.04,1859,12880.715
5154,548,3321.277,5,49.46,7,74.29,3,21.92,3,20.28,7,75.37,3,39.55,5,35.73,5,35.7,2,26.64,5,42.61,7,56.15,4,56.77,0,0,5,57.46,609,3913.207
5155,702,3648.588,6,54.945,2,13.7,5,46.33,1,7.77,6,46.99,8,67.59,6,43.165,5,41.75,7,60.345,5,43.09,5,49.46,8,60.905,6,48.14,0,0,772,4232.768
5156,145,744.604,0,0,1,13.32,0,0,1,4.07,3,26.13,0,0,0,0,1,8,1,6.6,0,0,2,17.26,0,0,1,6.56,2,19.09,157,845.634
5157,807,4509.353,3,32.53,4,22.84,7,74.47,3,10.15,6,78.15,6,59.45,7,71.84,5,38.34,6,60.105,6,82.12,8,124.095,5,69.365,3,24.9,4,40.295,880,5298.003
5158,5534,22998.258,20,140.604,40,290.135,23,203.725,22,151.28,25,193.409,33,256.835,38,304.9,42,314.595,26,207.7,25,207.665,38,330.555,36,286.45,24,207.545,23,173.385,5949,26267.041
5159,6984,30323.008,29,212.942,37,259.78,41,304.875,33,235.28,46,364.14,40,370.875,53,447.565,45,394.6,37,318.655,44,341.76,53,446.43,42,345.83,39,321.275,27,241.445,7550,34928.46
5160,300,6212.452,0,0,0,0,0,0,3,91.26,0,0,0,0,4,177.67,0,0,1,8.3,0,0,6,113.615,7,316.805,0,0,1,13.28,322,6933.382
5161,2188,9198.633,12,78.4,13,98.79,15,109.23,8,53.945,6,40.58,13,105.6,12,85.065,16,137.15,16,115.155,11,78.79,15,122.31,12,119.455,9,71.28,7,52.625,2353,10467.008
5162,7211,30236.847,32,246.767,41,309.283,55,401,33,230.31,40,290.035,44,309.01,47,423.635,43,314.655,55,377.445,52,427.83,58,408.1,73,618.695,29,219.58,37,298.625,7850,35111.817
5163,3069,13787.475,16,125.08,20,204.02,21,145.86,18,136.86,25,162.415,24,190.025,12,71.31,22,153.8,21,164.835,17,144.57,28,249.175,22,178.22,14,106.685,13,88.39,3342,15908.72
5164,830,3585.931,4,36.69,3,19.24,6,37.49,4,31.95,4,22.245,6,51.49,3,22.48,4,28.06,3,20.025,6,37.67,5,39.03,6,50.705,7,46.825,0,0,891,4029.831
5165,870,4041.611,3,26.58,6,46.39,1,14.4,2,13.26,3,110.89,7,62.35,8,59.13,12,86.065,6,38.59,6,39.83,8,88.81,7,64.525,5,46.48,2,13.3,946,4752.211
5166,397,1542.142,2,13.23,6,43.57,2,13.145,0,0,2,12.48,3,25.11,2,13.26,3,23.58,1,10.14,2,15.77,2,13.27,1,13.28,2,18.06,0,0,425,1757.037
5167,1298,5425.931,4,32.53,10,74.9,7,52.63,7,54.46,8,61.73,10,112.12,7,46.09,6,58.67,10,81.875,3,26.56,11,93.615,17,152.265,4,35.275,4,27.38,1406,6336.031
5168,1275,6271.09,10,92.28,9,65.34,18,116.885,12,97.31,24,266.905,9,68.94,16,111.57,16,107.24,8,49.125,6,66.06,14,126.245,6,45.95,5,51.39,6,38.71,1434,7575.04
5169,4139,20323.03,26,198.91,27,235.92,36,298.69,28,226.51,30,239.115,38,291.53,39,292.8,39,316.26,30,259.415,30,248.03,40,305.155,45,343.135,25,185.695,14,119.45,4586,23883.645
5170,315,1347.706,1,6.63,1,6.66,2,13.29,0,0,2,15.515,3,19.95,1,6.4,2,19.95,2,11.145,2,9.94,3,19.92,1,6.6,1,6.56,1,7.885,337,1498.151
5171,1805,11039.859,9,176.92,10,121.44,16,144.055,9,66.6,6,54.655,8,64.38,11,82.97,8,74.615,11,83.74,8,107.72,10,181.905,13,114.685,10,82.12,7,98.795,1941,12494.459
5172,1210,6513.808,3,19.95,5,65.415,6,74.81,1,25.9,10,118.115,5,45.92,8,67.53,7,66.62,5,47.49,4,53.04,8,51,5,42.52,10,91.33,8,77.47,1295,7360.918
5173,3119,13797.88,19,142.155,15,113.225,22,209.51,11,175.81,20,162.285,15,111.02,20,146.225,13,98.46,25,216.14,23,167.87,23,174.325,24,186.45,8,83.3,11,81.71,3368,15866.365
5174,793,3821.829,4,30.42,2,13.32,6,56.66,4,32.54,2,17.03,3,17.2,7,53.67,5,38.62,5,25.705,3,32.37,6,56.85,7,65.865,3,28.22,2,19.92,852,4310.219
5175,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3
5201,572,3513.944,1,12.48,3,31.28,4,31.28,2,22.24,4,49.9,3,24.73,3,27.58,4,39.69,5,84.7,6,62.715,6,83.355,8,175.63,6,63.33,5,47.31,632,4270.164
5202,261,1807.345,5,106.98,2,16.6,1,10,1,7.41,1,6.66,2,19.98,2,19.95,2,21.72,2,16.19,1,6.64,3,27.39,3,32.29,1,6.64,1,10.66,288,2116.455
5203,390,2133.987,0,0,2,17.76,2,26.07,2,5.3,1,44.8,1,6.66,3,32.71,1,6.63,4,32.85,3,26.915,3,29.775,7,56,1,6.64,0,0,420,2426.097
5204,1454,6873.326,3,22.89,5,39.96,9,63.55,11,86.975,11,75.61,21,167.2,9,64.04,10,74.045,9,67.95,9,65.485,7,49.335,18,124.72,6,50.94,6,43.02,1588,7869.046
5207,1,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96
5210,528,2832.019,3,27.03,1,6.66,5,72.015,2,19.08,7,63.81,3,29.84,4,36.88,3,23.19,4,36.955,2,19.94,2,12.8,3,43.575,2,17.015,1,7.4,570,3248.209
5211,5286,23091.389,19,155.92,21,165.048,45,374.03,16,111.65,19,138.325,35,249.74,33,257.805,34,245.2,28,209.05,21,184.29,46,411.5,40,343.085,18,162.27,21,154.27,5682,26253.572
5212,861,3245.73,2,13.29,2,14.43,4,27.21,3,72.65,1,7.77,4,33.82,5,33.12,7,68.575,4,56.775,3,19.92,6,59.615,9,139.865,2,17.69,2,15.77,915,3826.23
5213,513,2279.88,4,30.06,1,7.92,3,21.35,3,19.59,5,47.135,2,14.4,4,26.55,7,55.835,2,15.88,4,29.645,5,38.97,2,13.28,2,18.675,0,0,557,2619.17
5214,3520,15037.149,23,176.265,20,115.64,24,184.43,19,137.92,21,167.55,17,193.78,30,279.245,34,216.9,26,201.31,22,148.5,23,183.64,33,249.155,19,161.37,13,112.64,3844,17565.494
5220,39,150.596,0,0,0,0,0,0,0,0,0,0,0,0,1,7.8,0,0,0,0,1,8.97,0,0,0,0,0,0,0,0,41,167.366
5221,130,608.651,1,6.6,1,6.66,2,10.92,0,0,2,13.16,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,652.621
5222,266,1123.424,0,0,1,6.66,8,64.675,2,13.29,2,18,2,14.8,4,26.19,1,6.63,4,26.53,1,6.64,3,26.56,6,39.84,1,6.64,1,6.64,302,1386.519
5223,792,4221.223,2,18.86,4,43.24,4,47.3,4,28.76,7,86.91,4,26.64,3,21.06,2,8.85,4,27.34,8,68.878,4,102.85,12,127.135,2,17.8,0,0,852,4846.846
5231,300,1796.52,2,19.86,2,24.05,3,21.21,1,6.63,1,6.4,1,6.4,2,20.26,0,0,3,18.48,5,49.425,8,83.32,1,10.79,0,0,2,18.675,331,2082.02
5232,108,765.567,0,0,0,0,0,0,2,23.46,1,10.36,4,90.47,1,11.62,0,0,1,6.63,1,13.2,0,0,0,0,1,6.64,0,0,119,927.947
5233,355,2655.701,1,7.77,2,19.98,1,8.97,2,19.92,2,67.34,5,52.15,3,39.42,3,27.38,2,14.3,1,12.48,2,19.6,4,41.5,1,10.36,1,6.64,385,3003.511
5234,339,1945.087,1,6.6,1,6.5,3,26.51,3,26.46,2,30.73,2,17.39,4,27.025,2,13.86,5,33.99,1,5.18,1,6.64,1,19.58,0,0,2,20.3,367,2185.852
5235,684,3501.684,3,27.01,4,35.89,3,25.75,6,52.12,1,5.07,3,35.88,1,6.64,4,29.77,6,45.21,1,7.055,6,62.82,6,48.965,3,22.84,1,10.375,732,3917.079
5236,81,381.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.29,0,0,0,0,0,0,1,10.79,0,0,0,0,83,396.873
5237,95,404.017,0,0,0,0,0,0,1,6.6,1,9.68,0,0,0,0,1,2.96,1,6.64,1,8.715,0,0,1,6.64,1,6.64,1,6.64,103,458.532
5238,1598,7926.246,7,52,10,76.16,9,58.74,11,97.37,3,27.25,8,57.66,14,98.48,7,57.185,14,109.175,8,65.175,7,61.28,10,95.94,4,28.319,3,20.935,1713,8831.915
5240,164,1682.836,0,0,0,0,1,12.8,1,6.63,1,6.66,1,39.96,0,0,0,0,1,33.82,0,0,1,9.96,1,15.99,3,24.4,0,0,174,1833.056
5241,554,4064.107,1,5.46,7,62.24,4,21.315,3,24.34,5,36.53,1,8,3,48.72,4,31.305,4,21.2,1,6.64,3,29.185,5,66.615,5,64.505,5,34.815,605,4524.977
5242,390,2718.262,2,17.39,3,19.95,5,28.22,4,40.885,4,30.92,2,22.9,3,24.02,3,40.2,2,26.9,1,13.28,0,0,5,85.765,3,34.86,0,0,427,3103.552
5243,204,1592.137,1,13.32,1,19.98,0,0,2,72.72,1,7.77,0,0,0,0,0,0,2,34.19,2,20.75,4,85.49,0,0,2,40.67,1,9.13,220,1896.157
5244,1052,6656.266,6,72.475,3,26.46,9,150.78,3,18.24,5,56.43,6,38.84,7,52.81,8,57.97,3,23.2,5,60.58,10,115.57,8,77.275,5,44.82,1,6.225,1131,7457.941
5245,710,4794.129,1,6.6,7,60,9,87.62,6,50.075,3,21.8,1,6.66,2,19.98,2,18.415,2,34.72,7,52.21,6,56.79,3,91.36,7,76.775,1,6.64,767,5383.774
5250,789,5012.936,6,41.805,6,55.29,6,53.06,6,63.1,5,54.24,3,28.29,9,64.635,4,33.965,7,87.94,8,121.025,9,90.675,4,40.54,5,73.685,4,46.48,871,5867.666
5251,3988,25557.559,31,256.56,42,346.365,44,357.1,29,235.42,52,388.225,27,252.655,39,344.89,51,430.18,35,304.925,26,255.065,47,404.2,67,627.5,26,307.1,28,244.735,4532,30312.479
5252,1370,7131.418,11,104.29,11,94.37,17,193.37,11,87.45,8,68.795,7,54.04,12,95.25,11,96.885,7,58.51,8,76.12,14,116.83,9,88.8,8,62.545,11,89.86,1515,8418.533
5253,4102,22793.863,17,130.1,28,268.745,33,281.935,19,164.82,35,291.255,28,202.25,28,224.68,32,256.87,18,165.51,35,308.4,28,300.265,30,285.775,23,188.46,11,85.055,4467,25947.983
5254,821,5177.795,3,33.3,1,6.66,4,28.86,3,31.15,3,27.75,6,52.62,9,168.33,3,23.8,3,24.11,5,46.315,11,115.62,1,6.64,1,6.64,1,6.64,875,5756.23
5255,2589,14630.733,11,109.44,17,134.4,18,142.86,12,99.7,27,204.31,23,234.995,27,210.375,22,210.92,23,229.43,24,209.83,18,152.865,21,205.24,14,113.73,5,30.82,2851,16919.648
5256,541,2326.57,4,25.41,2,13.32,4,29.16,4,37.07,4,22.54,4,29.94,5,45.88,6,52.705,5,36.19,1,11.62,4,24.71,3,27.685,1,8.3,2,24.28,590,2715.38
5259,380,2388.275,4,32.8,1,9.99,6,60.22,2,19.98,2,12.58,3,25.89,1,13.26,4,29.39,1,13.28,0,0,3,24.97,2,15.77,3,20.335,2,33.2,414,2699.94
5260,432,2166.817,1,11.7,3,43.66,7,49.89,5,33.3,4,28.85,2,13.23,2,12.95,4,75.02,1,13.28,0,0,6,79.26,5,42.395,3,30.71,2,18.26,477,2619.322
5261,62,356.537,0,0,0,0,0,0,0,0,0,0,0,0,2,28.86,1,6.64,0,0,0,0,0,0,2,105.14,0,0,0,0,67,497.177
5262,70,574.949,1,6.66,0,0,1,5.18,0,0,1,6.63,0,0,1,6.66,0,0,0,0,1,13.28,1,13.26,1,12.865,0,0,0,0,77,639.484
5263,38,655.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,655.526
5264,330,1986.877,0,0,0,0,2,13.32,3,28.92,2,13.32,4,21.485,1,13.32,2,13.32,2,43.55,2,16.38,1,9.96,2,12.865,0,0,1,4.15,352,2177.467
5265,83,474.29,0,0,1,6.63,2,11.73,0,0,0,0,1,6.66,1,10.8,0,0,0,0,1,9.96,1,79.68,0,0,1,5.395,0,0,91,605.145
5266,150,938.58,1,13.2,1,6.63,0,0,1,19.98,0,0,1,6.66,0,0,0,0,1,8.58,3,20.32,1,6.64,1,15.77,0,0,0,0,160,1036.36
5267,411,2530.605,0,0,0,0,2,17.76,1,6.66,2,13.32,2,23.26,3,19.95,1,6.66,2,19.92,2,29.88,0,0,3,29.45,0,0,3,119.52,432,2816.985
5268,723,4309.394,5,39.72,0,0,4,25.5,6,73.51,5,72.08,0,0,5,37.17,3,37.43,3,43.18,0,0,2,13.01,5,44.78,2,17.43,0,0,763,4713.204
5269,42,264.405,0,0,0,0,1,6.63,1,14.96,0,0,1,17.94,0,0,1,6.56,0,0,0,0,0,0,1,13.28,0,0,0,0,47,323.775
5270,142,865.035,1,6.66,0,0,0,0,0,0,1,10.14,0,0,0,0,0,0,1,3.7,0,0,0,0,2,22.41,0,0,0,0,147,907.945
