Small Unit Installation Postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2086,1029,5392.081,7,60.83,10,83.65,11,110.04,8,77.695,12,101.425,11,123.965,10,84.015,20,285.055,12,123.43,11,95.92,17,175.81,13,122.665,13,119.75,13,144.485,1197,7100.816
2087,972,5072.541,6,45.73,11,113.3,8,69.2,5,46.465,10,100.625,16,160.675,5,57.275,19,152.605,14,150.11,9,81.405,20,190.69,20,214.045,5,44.96,6,47.86,1126,6547.486
2088,897,5923.647,5,49.55,8,68.03,7,68.34,7,65.84,8,95.78,13,129.59,11,97.215,18,147.47,7,58.7,11,105.065,21,220.15,13,130.505,6,41.525,6,56.05,1038,7257.457
2089,114,769.976,0,0,2,22.68,1,7.02,0,0,3,22.57,5,49.58,0,0,1,6.64,1,8.58,2,16.92,0,0,2,15.375,0,0,0,0,131,919.341
2090,230,1226.516,1,5.81,2,17.76,6,37.48,2,12.06,2,17.43,2,18.06,1,6.64,3,32.359,5,40.48,2,13.3,0,0,6,52.055,1,4.15,1,9.84,264,1493.94
2092,486,3030.639,8,72.795,6,52.495,4,40.13,7,68.64,3,26.65,7,58.425,7,65.955,4,51.6,8,73.165,4,60.855,9,85.95,10,111.195,9,76.215,3,32.975,575,3907.684
2093,1218,7145.422,9,133.89,10,77.98,16,172.385,15,183.285,13,103.295,19,165.31,13,120.225,17,171.4,27,168.315,21,190.62,29,325.8,32,299.735,14,126.635,15,148.07,1468,9532.367
2094,206,1052.295,3,21.83,3,27.92,1,8.19,2,15.055,0,0,10,70.765,3,28.87,2,11.03,2,14.94,2,16.185,2,14.11,11,74.045,1,9.545,3,28.06,251,1392.84
2095,372,2322.464,5,36.13,4,27.195,0,0,2,26.34,2,11.62,7,94.3,4,33.03,3,16.185,5,39.96,5,42.27,11,92.665,7,59.565,3,40.45,4,27.265,434,2869.439
2096,648,3346.386,5,39.07,11,95.44,11,82.38,12,113.155,9,81.87,12,89.13,3,28.64,19,157.43,7,51.485,8,62.59,20,189.275,15,152.14,6,50.015,4,46.6,790,4585.606
2097,918,4573.825,1,6.63,5,47.03,9,69.56,15,127.775,12,120.895,12,95.275,13,114.35,15,122.574,17,117.015,9,81.77,18,172.19,24,242.205,17,163.164,10,74.305,1095,6128.563
2099,1726,9276.911,9,73.17,16,132.69,24,200.73,17,140.635,12,102.63,29,238.76,19,147.655,20,172.065,26,244.955,14,130.2,26,232.42,36,385.48,15,143.115,15,159.08,2004,11780.496
2100,1479,9818.854,12,161.61,19,181.535,10,88.43,15,136.85,23,197.975,19,179.595,14,90.09,23,260.17,20,180.02,18,213.93,35,336.365,31,287.47,15,122.485,12,90.015,1745,12345.394
2101,1003,5464.612,9,80.665,8,60.06,4,37.72,6,57.98,7,55.565,14,134.61,10,90.665,10,79.53,13,125.685,15,160.645,28,244.805,12,144.4,11,119.195,9,86.44,1159,6942.577
2102,573,3298.706,6,50.71,3,26.43,5,28.33,4,26.58,5,40.95,8,65.535,5,32.505,6,48.585,17,129.93,6,63.3,9,85.73,11,89.73,9,68.11,7,62.115,674,4117.246
2103,640,4315.444,5,37.8,5,47.64,2,17.97,11,96.855,8,63.395,7,49.18,6,58.6,8,133.36,13,127.86,11,128.355,16,129.405,12,126.795,9,85.09,4,32.195,757,5449.944
2104,236,1586.03,0,0,4,28.025,5,48.045,6,57.905,1,11.2,2,20.78,5,38.035,4,36.45,10,92.175,1,19.92,2,27.805,5,44.975,0,0,3,34.925,284,2046.27
2105,121,677.968,0,0,1,6.63,2,17.79,3,25.81,2,20.78,2,16.72,0,0,2,17.6,0,0,0,0,3,23.655,3,24.7,1,8.3,0,0,140,839.953
2106,453,2491.279,2,22.57,4,37.83,7,77.97,1,8.19,2,17.83,6,72.94,9,95.46,7,65.21,8,62.26,2,20.335,5,49.585,30,235.345,8,79.15,2,20.175,546,3356.129
2107,868,4896.537,6,52.73,13,105.88,4,28.46,8,92.21,14,156.295,13,116.485,8,77.16,21,248.495,14,151.97,16,141.755,25,239.725,11,94.635,13,130.99,10,80.41,1044,6613.737
2108,126,705.015,1,7.79,2,28.12,1,10.79,3,19.47,2,20.81,0,0,1,7.885,4,32.2,0,0,0,0,2,22.665,0,0,2,27.305,2,24.9,146,906.95
2109,1,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.12
2110,459,2690.713,1,5.85,4,40.5,6,58.795,3,23.65,4,95.33,7,66.67,4,48.995,9,83.45,5,45.32,6,49.57,16,164.86,11,108.955,3,28.635,6,70.355,544,3581.648
2111,710,4204.27,7,56.585,10,125.155,8,77.755,8,55.57,7,66.39,6,54.6,8,69.9,8,71.635,7,68.775,6,48.49,17,161.27,21,214.525,3,19.87,7,62.04,833,5356.83
2112,1493,8425.12,12,131.885,11,99.82,7,140.97,11,112.78,16,126.46,10,75.12,25,232.98,20,176.985,22,188.95,21,202.735,22,187.585,28,245.995,12,135.665,12,90.26,1722,10573.31
2113,1057,8206.045,9,71.99,2,8.175,7,156.69,11,114.015,14,220.405,14,114.275,19,159.625,20,279.23,8,54.665,12,159.605,12,104.12,20,256.02,9,94.185,4,27.39,1218,10026.435
2114,1001,5380.705,11,93.685,10,115.36,6,44,6,53.29,7,47.365,12,176.56,9,87.95,15,129.15,14,150.3,7,70.205,19,151.8,15,199.195,3,19.94,7,59.205,1142,6778.71
2115,606,3275.297,6,45.21,7,54.115,10,75.31,5,37.235,4,31.04,8,69.02,5,43.42,19,143.145,9,82.94,10,109.005,8,90.725,13,109.66,9,79.815,5,39.84,724,4285.777
2116,355,3258.078,3,23.79,3,42.84,4,26.75,1,6.66,5,55.84,1,9.25,5,44.68,5,32.725,4,45.75,9,183.87,6,45.015,5,39.215,2,21.015,1,10.2,409,3845.678
2117,1097,6075.737,13,106.58,15,115.07,16,142.43,8,59.3,3,43.05,14,113.29,14,129.02,16,154.18,18,156.24,10,90.245,28,297.985,15,131.255,11,82.33,8,73.225,1286,7769.937
2118,1747,8264.303,14,127.34,8,55.48,16,162.025,7,57.21,13,116.26,24,221.43,18,172.63,16,150.295,14,126.69,19,163.72,23,212.9,31,285.89,8,62.09,7,57.59,1965,10235.853
2119,793,4361.13,4,32.73,6,44.83,6,84.34,9,94,10,87.1,9,89.94,5,43.25,9,85.735,12,105.985,11,103.76,13,107.84,16,149.825,10,99.525,10,86.75,923,5576.74
2120,1401,8489.157,14,123.45,11,97.32,12,128.19,8,72.56,10,120.425,15,128.93,12,120.25,23,180.635,23,199.455,13,163.995,24,227.655,35,287.45,10,62.4,7,66.225,1618,10468.097
2121,1656,8129.436,15,117.05,20,173.855,14,132.77,13,120.61,13,105.14,21,223.429,23,186.215,22,172.825,16,136.295,18,152.805,32,397.18,30,282.07,8,79.335,12,109.48,1913,10518.495
2122,1581,7613.044,8,71.91,5,43.34,8,57.79,9,76.375,13,123.76,18,156.715,18,137.54,23,183.815,14,140.24,12,106.82,20,140.72,27,233.955,11,93.38,9,80.76,1776,9260.164
2123,1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42
2124,6,147.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,147.085
2125,1753,9664.36,12,97.595,15,158.77,6,52.11,13,125.3,17,188.63,20,174.93,16,140.58,30,275.825,7,63.565,17,173.84,25,220.3,24,238.405,10,90.57,8,74.24,1973,11739.02
2126,1946,9743.369,11,99.88,11,106.6,12,109.06,9,65.29,14,104.66,22,212.955,26,218.07,23,199.485,21,184.73,21,183.15,30,257.885,28,251.64,8,56.59,9,86.415,2191,11879.779
2127,110,2031.67,1,6.66,6,38.19,1,11.1,0,0,2,26.61,3,22.01,3,25.48,7,44.84,3,15.13,4,27.32,4,43.765,3,24.14,1,9.13,1,6.64,149,2332.685
2128,146,2874.495,0,0,0,0,0,0,0,0,4,168.96,2,19.96,3,145.25,2,26.4,1,4.15,3,145.52,3,142.7,4,112.56,2,19.14,1,7.22,171,3666.355
2130,195,1164.193,2,12.21,1,26.1,2,13.32,3,19.665,4,57.26,2,12.21,3,21.775,3,26.2,2,19.99,0,0,3,28.06,2,15.77,4,26.48,0,0,226,1443.233
2131,539,3088.467,2,13.37,5,43.44,5,43.49,2,14.8,3,32.29,7,37.48,3,60.78,4,17.49,7,51.455,4,52.29,7,60.855,5,65.755,10,83.43,2,16.935,605,3682.327
2132,452,2344.56,3,48.95,4,36.36,0,0,2,17.05,7,48.625,6,39.16,7,46.57,7,66.635,7,62.4,6,48.4,9,75.675,4,36.755,2,16.6,2,14.84,518,2902.58
2133,433,2100.824,3,18.75,4,24.69,4,36.85,3,23.45,4,30.42,3,21.165,5,71.14,8,68.175,9,75.33,1,3.32,8,78.18,12,98.275,5,40.615,7,67.28,509,2758.464
2134,361,2068.71,2,17.16,2,12.51,2,14.36,3,18.3,5,34.47,4,28.07,0,0,5,42.79,7,104.725,2,16.64,6,64.365,4,36.275,0,0,4,38.18,407,2496.555
2135,1013,6754.454,7,84.24,12,202.32,8,81.92,8,110.275,10,107.9,13,125.245,6,111.085,14,175.315,9,102.585,12,131.145,15,174.285,7,78.35,5,55.685,4,32.28,1143,8327.084
2136,349,2807.743,2,45.6,6,43.875,3,17.025,1,6.63,2,19.83,1,8.58,7,97.04,5,43.1,2,14.8,1,8.3,6,40.925,6,58.535,2,17.515,2,15.88,395,3245.378
2137,1040,5875.043,6,47.94,14,123.055,11,108.07,8,66.59,9,81.895,17,148.37,10,81.305,27,235.13,23,179.785,20,525.5,15,136.375,23,255.015,5,44.82,13,99.26,1241,8008.153
2138,481,3235.485,7,48.19,3,33.27,4,36.4,3,14.73,5,48.72,6,66.165,7,75.36,9,65.52,4,32.25,7,52.845,8,80.685,9,84.285,4,26.55,3,26.145,560,3926.6
2140,214,1794.804,1,10.36,2,34.795,1,8.19,4,43.98,4,97.63,3,22.865,3,42.05,2,20.75,2,19.93,1,7.885,6,191.13,3,19.83,0,0,0,0,246,2314.199
2141,1491,7950.873,3,26.86,14,97.745,18,160.315,6,37.2,6,46.83,18,201.625,19,142.055,12,103.605,17,160.125,14,122.55,15,139.165,22,384.16,13,142.77,7,53.95,1675,9769.828
2142,885,5702.954,3,18.1,11,120.92,9,146.06,3,18.98,9,179.97,5,37.19,14,191.405,9,85.355,10,84.905,11,107.875,9,79.04,12,192.855,5,58.95,8,77.195,1003,7101.754
2143,560,3284.367,3,25.37,3,23.42,7,61.96,6,44.74,5,30.74,7,62.085,4,32.96,4,37.07,6,59.645,4,28.2,10,72.475,5,50.385,1,6.65,4,59.17,629,3879.237
2144,1349,9271.232,16,138.53,11,91.005,8,107.01,8,94.655,18,145.945,11,83.52,18,177.61,16,174.6,18,215.435,12,137.92,17,242.38,13,211.765,21,208.645,4,99.36,1540,11399.612
2145,5131,28596.438,38,300.26,41,320.015,44,373.865,33,373.29,44,374.205,61,532.35,56,513.701,72,549.25,56,493.375,41,448.495,83,865.29,80,715.085,28,240.265,38,333.895,5846,35029.779
2146,1466,6950.447,13,81.49,14,84.27,15,94.63,11,81.7,17,120.95,27,292.36,12,122.11,13,102.805,20,159.355,10,73.025,17,125.905,16,238.215,13,100.095,7,49.8,1671,8677.157
2147,3546,18290.872,11,102.31,33,199.02,30,226.015,18,155.44,21,159.815,27,284.56,32,269.16,39,369.055,34,302.375,26,207.22,49,555.14,42,509.01,35,262.225,25,200.465,3968,22092.682
2148,5421,31206.01,31,257.815,38,301.885,35,292.61,25,187.68,38,446.61,46,402.93,46,451.63,65,581,48,477.235,37,457.8,58,621.8,54,705.685,30,253.08,25,213.72,5997,36857.49
2150,316,2521.64,3,18.39,1,6.64,0,0,1,24.3,4,123.52,5,60.36,3,27.15,2,19.12,2,79.005,4,58.48,3,40.825,6,280.97,3,28.635,2,16.6,355,3305.635
2151,1064,6769.836,4,34.29,16,129.44,13,111.805,8,80.7,13,99.89,14,203.28,9,104.61,19,174.26,8,72.3,9,69.705,26,275.525,16,161.055,7,78.93,5,38.955,1231,8404.581
2152,642,3516.186,5,129.74,4,39.92,3,19.88,10,89.16,8,79.66,9,85.73,3,25.51,7,136.615,8,78.06,4,24.6,5,55.655,10,106.215,8,82.965,6,53.775,732,4523.671
2153,5894,30963.372,36,309.775,48,430.805,37,321.73,44,413.26,43,382.25,64,582.34,52,464.325,87,736.855,67,579.355,60,601.085,80,790.635,87,962.72,40,334.625,49,448.59,6688,38321.722
2154,3602,20673.006,30,307.78,31,402.325,23,202.22,26,233.265,22,200.045,46,440.72,41,405.9,54,502.115,32,280.44,43,704.675,65,681.96,59,857.34,21,202.735,23,214.095,4118,26308.621
2155,8823,54566.793,82,748.17,103,954.305,65,641.18,85,876.225,82,753.345,136,1211.2,108,1011.075,120,1111.245,109,1039.46,112,1059.8,136,1338.2,150,1465.505,85,759.605,77,745.97,10273,68282.078
2156,1634,12089.78,10,105.43,20,209.44,8,103.63,9,125.015,16,256.985,17,208.98,17,288.86,20,263.11,14,267.5,17,190.015,28,415.25,20,286.31,7,86.945,7,90.085,1844,14987.335
2157,429,3598.907,3,40.46,1,7.77,1,10.73,5,62.07,4,37.57,3,28.86,1,9.6,8,105.5,11,146.1,3,22.76,7,169.31,10,175.275,0,0,2,27.805,488,4442.717
2158,752,6194.806,7,72.42,11,110.68,7,69.89,7,81.53,8,104.25,11,143.675,6,51.42,17,226.69,14,154.42,9,138.135,18,249.015,20,310.745,2,45.64,4,73.225,893,8026.541
2159,541,3904.106,1,4,7,67.44,3,30.27,4,58.23,7,66.04,7,105.815,6,89.56,3,32.37,2,26.14,7,54.96,11,229.69,10,126.48,6,80.255,1,13.28,616,4888.636
2160,1496,7970.089,6,50.25,14,135.74,9,72.2,13,127.805,14,131.35,13,118.475,13,226.52,23,205.785,13,97.56,18,162.08,21,199.84,27,289.335,16,132.61,14,139.835,1710,10059.474
2161,1638,10026.688,11,94.43,12,139.76,10,68.215,12,150.865,14,173.9,19,173.56,23,227.87,28,258.03,20,165.745,21,265.255,22,212.8,35,490.04,16,169.595,12,141.71,1893,12758.463
2162,1106,6404.39,5,46.62,15,128.6,12,103.745,10,70.14,8,62.125,9,94.45,7,61.045,19,158.815,6,46.97,10,77.525,17,147.915,11,118.47,5,49.665,11,98.365,1251,7668.84
2163,481,4373.099,4,33.54,2,15.78,4,118.98,2,12.92,5,71.15,5,216.02,3,22.06,9,159.415,6,41.405,0,0,6,61.265,5,51.045,2,14.525,3,32.37,537,5223.574
2164,1926,20652.69,8,97.67,17,182.905,9,348.88,6,45.235,20,174.755,20,492.43,21,193.215,26,540.205,16,353.725,20,229.435,18,327.685,19,592.825,7,112.395,12,107.08,2145,24451.13
2165,2460,12754.46,11,78.47,20,152.985,11,113.48,17,163.005,16,144.455,30,276.445,29,277.305,35,383.45,16,124.895,22,201.285,19,253.935,28,343.26,17,153.83,18,148.07,2749,15569.33
2166,3228,15348.853,25,195.3,28,266.215,14,147.13,10,118.66,29,233.835,39,388.17,25,207.095,26,213.915,27,229.7,16,152.56,32,271.735,35,335.86,25,205.6,20,172.46,3579,18487.088
2167,1044,5085.362,8,63.45,5,43.61,9,66.28,1,12.8,7,69.93,5,38.51,4,32.4,10,85.42,8,70.4,5,47.31,4,28.24,17,169.555,8,58.355,13,97.12,1148,5968.742
2168,3481,16413.671,18,157.25,26,213.745,27,249.03,17,124.08,25,200.01,28,259.48,40,311.915,39,316.48,30,268.58,30,263.075,41,339.93,39,411.69,20,149.715,11,108.145,3872,19786.796
2170,8276,51375.972,57,470.85,61,499.73,63,924.825,50,640.42,70,702.085,104,1017.12,76,680.065,95,1116.03,69,762.715,75,814.875,100,890.005,105,1299.295,53,445.59,47,433.49,9301,62073.067
2171,3826,22200.103,31,259.91,38,326.4,38,369.745,30,234.7,47,417.125,59,490.13,56,494.555,52,480.72,43,408.435,38,391.715,45,396.86,52,484.93,23,192.335,19,188.71,4397,27336.373
2172,376,2112.439,0,0,0,0,3,29.82,1,6.6,2,29.7,4,38.18,5,56.63,3,29.95,4,42.725,1,10.14,1,13.32,7,63.435,3,22.06,0,0,410,2454.999
2173,1367,6323.536,10,86.89,6,46.53,15,93.095,7,49.86,8,69.51,13,116.47,7,54.81,24,205.71,21,160.5,12,84.915,24,203.85,12,112.125,13,107.725,6,68.39,1545,7783.916
2174,1299,9524.83,12,103.7,21,183.226,27,263.805,15,125.01,26,198.405,28,246.09,23,192.84,22,168.665,21,178.705,15,134.955,18,148.295,29,325.095,11,85.88,5,42.39,1572,11921.891
2175,228,3570.073,1,13.32,1,16.06,1,10.53,6,275.38,0,0,5,63.56,2,42.37,1,13.32,2,32,4,138.13,1,7.885,0,0,0,0,2,21.915,254,4204.543
2176,4373,22611.852,27,240.39,26,230.96,29,262.49,36,222.085,38,306.06,45,482.33,58,455.485,57,451.555,46,421.325,33,300.89,54,503.79,62,701.605,31,299.09,19,178.505,4934,27668.412
2177,1464,7398.634,13,92.08,9,70.91,7,73.17,17,114.5,16,136.49,20,170.13,19,143.41,20,147.985,17,132.87,8,61.43,17,157.26,21,184.915,5,35.52,2,17.02,1655,8936.324
2178,406,4655.724,1,9.99,4,142.925,2,45.28,4,34.975,2,23.19,6,116.14,5,69.43,4,56.06,2,42.92,1,10.465,8,124.22,6,173.215,1,13.12,1,10.375,453,5528.029
2179,1814,13729.746,39,314.475,42,354.52,40,325.94,46,412.99,41,419.755,63,536.725,50,527.805,79,653.165,73,635.22,55,510.555,80,738.6,57,583.91,30,248.915,40,367.695,2549,20360.016
2190,1337,9178.995,11,91.8,14,155.795,13,114.28,14,86.785,10,73.62,15,153.725,15,150.57,20,208.32,15,169.61,19,223.64,17,225.995,23,260.87,11,136.33,4,32.27,1538,11262.605
2191,272,1362.175,1,6.66,4,30.93,3,23.45,1,11.31,5,40.84,7,68.4,2,22.315,2,20.335,0,0,4,37.35,5,62.41,7,54.67,4,44.09,2,18.26,319,1803.195
2192,423,2186.289,1,8.97,3,25.74,6,45.49,1,10,4,36.12,7,66.78,7,58.17,5,35.77,3,21.155,5,47.495,6,52.075,2,16.6,2,15,1,6.64,476,2632.294
2193,734,3511.805,12,75.94,6,37.96,4,27.75,8,51.32,5,51.975,6,44.75,13,98.385,8,87.32,7,48.95,9,69.79,20,151.815,17,146.735,5,40.15,9,66.93,863,4511.575
2194,469,2550.671,3,19.46,4,34.22,9,243.82,4,21.26,3,22.8,2,10.56,2,10.14,9,77.915,2,15.12,7,51.02,12,96.345,6,50.54,1,7.885,0,0,533,3211.756
2195,553,2950.916,4,37.375,1,10.56,1,8.88,3,39.175,3,14.3,1,9.96,9,85.29,8,69.16,6,75.935,4,32.705,2,16.23,12,120.36,4,34.445,4,42.14,615,3547.431
2196,1435,7078.133,11,87.91,8,92.02,20,237.14,7,51.13,10,66.7,15,174.665,13,98.59,22,182.045,15,122.3,19,181.13,28,276.93,33,290.75,10,98.53,4,37.765,1650,9075.738
2197,598,3059.876,3,19.61,4,32.66,6,39.93,4,25.79,4,36.27,7,99.575,10,72.48,9,79.255,7,66.7,2,13.735,11,88.205,11,95.53,3,25.105,7,79.955,686,3834.676
2198,542,2938.472,11,98.4,5,56.31,2,13.29,5,47.32,3,23.97,6,58.61,8,69.91,10,75.015,3,25.44,5,50.39,15,159.485,14,147.51,2,22.675,3,29.88,634,3816.677
2199,966,4881.143,15,83.91,7,69,12,108.84,6,40.8,13,103.12,17,152.25,4,35.895,11,103.21,8,62.785,12,102.41,9,77.895,16,151.02,5,34,6,44.075,1107,6050.353
2200,1801,12288.877,10,80.5,10,77.67,14,108.475,21,413.615,8,67.25,15,143.61,20,183.255,21,222.545,21,176.79,13,124.85,33,406.185,25,281.195,7,67.285,9,81.855,2028,14723.957
2203,477,2044.792,7,62.505,4,34.28,4,16.975,8,51.82,4,28.41,4,49.03,4,31.27,6,47.28,8,58.71,4,27.145,9,58.6,9,103.22,4,30.12,6,47.61,558,2691.767
2204,1000,7207.956,8,52.895,12,70.39,10,65.94,15,62.455,13,118.595,14,113.055,7,97.735,21,216.3,13,227.275,17,192.135,18,243.355,17,330.735,12,104.858,10,56.76,1187,9160.439
2205,448,2614.672,2,19.95,5,28.77,3,37.71,4,32.56,2,17.44,4,22.66,4,36.505,8,72.64,6,51.935,9,55.24,9,78.635,5,54.78,5,46.795,7,69.4,521,3239.692
2206,977,4695.424,8,67.075,12,95.39,10,90.28,7,60.99,15,143.185,14,109.345,16,151.965,23,198.46,16,126.56,14,104.54,20,195.955,26,239.115,6,44.325,10,77.125,1174,6399.734
2207,1215,6327.353,11,81.52,11,86.695,17,147.06,2,13.975,8,61.56,14,106.07,14,105.605,16,142.825,22,186.755,13,105.39,30,241.3,23,184.84,12,105.025,17,125.355,1425,8021.328
2208,721,4556.872,4,35.185,1,6.63,5,42.1,7,48.175,6,44.91,3,35.17,6,51.13,16,124.185,7,98.115,11,80.205,10,92.975,8,69.38,7,48.415,5,53.97,817,5387.417
2209,958,4195.036,4,28.05,6,39.81,7,51.875,9,56.105,8,70.71,6,47.86,11,85.7,10,81.165,8,74.335,8,72.34,7,56.11,12,114.56,6,59.64,6,44.68,1066,5077.976
2210,1882,10155.431,14,109.15,23,179.34,13,82.46,13,111.67,11,77.705,35,290.88,16,128.24,34,352.02,23,297.115,22,174.705,40,443.18,26,327.8,21,284.865,13,102.56,2186,13117.121
2211,1128,7379.847,15,105.69,11,133.295,6,37.085,10,109.91,17,157.675,9,69.08,9,68.775,13,122.9,13,116.345,13,85.505,16,188.835,16,152.455,6,58.515,7,52.715,1289,8838.627
2212,1075,7436.424,12,78.65,7,57.38,14,112.7,9,73.8,15,119.45,17,114.11,12,99.895,13,125.845,19,156.775,13,90.94,22,184.785,11,136.64,4,33.945,9,69.245,1252,8890.584
2213,1639,8571.828,10,84.08,16,129.735,11,107.97,14,94.24,19,123.37,29,274.94,18,133.09,18,160.13,20,170.83,30,249.64,26,241.85,30,255.745,18,154.335,8,75.725,1906,10827.508
2214,466,3570.954,4,29.35,4,26.56,5,48.19,4,55.235,2,37.6,5,78.83,3,36.32,10,89.28,2,14.83,3,31.12,11,107.84,9,77.94,1,13.28,3,31.31,532,4248.639
2216,716,3903.965,8,55.92,6,50.32,8,102.805,3,26.64,8,54.55,8,56.945,4,39.22,8,67.19,10,78.32,4,34.88,12,124.41,8,67.295,9,98.925,10,208.84,822,4970.225
2217,813,4822.178,4,33.21,8,76.92,6,153.16,11,83.03,11,102.095,14,142.115,9,77.62,9,74.65,8,81.94,8,81.735,18,183.465,17,181.77,8,70.64,8,78.17,952,6242.698
2218,514,2546.55,3,18.09,3,26.54,4,18.97,7,53.05,4,36.16,6,39.48,3,26.25,7,69.25,7,51.94,2,13.28,8,142.49,9,83.325,3,18.89,2,13.695,582,3157.96
2219,596,3470.654,3,30.39,10,83.665,7,40.25,8,74.71,7,52.9,4,31.71,9,73.45,10,99.89,9,88.28,5,55.57,7,79.625,18,198.948,3,17.435,3,29.765,699,4427.242
2220,1025,5514.046,6,82.24,12,96.88,16,115.2,1,6.24,8,68.44,8,67.11,15,141.87,15,138.06,10,93.745,15,147.79,23,190.565,11,96.44,15,119.185,9,94.605,1189,6972.416
2221,920,5662.382,10,85.69,7,70.95,13,116.07,14,112.27,11,119.835,8,77.63,7,60.915,17,146.48,13,131.415,8,58.055,14,149.14,12,176.52,10,88.25,12,114.62,1076,7170.222
2222,436,2144.12,7,66.87,6,50.05,5,41.8,1,10.56,6,49.825,4,18.9,8,66.3,12,108.085,5,53.935,3,20.75,7,51.875,7,56.52,4,30.295,3,34.06,514,2803.945
2223,1169,6446.486,11,94.055,12,92.775,9,73.03,17,140.26,12,94.92,13,116.11,5,33.76,18,157.235,9,90.655,11,94.55,22,198.73,18,179.68,9,83.56,6,38.35,1341,7934.156
2224,788,4801.799,9,79.08,10,80.375,14,119.995,3,26.52,4,36.15,10,76.14,7,71.75,14,127.27,14,120.67,13,222.32,14,109.195,16,174.305,5,43.5,8,105.755,929,6194.824
2225,369,2082.114,1,13.26,4,32.61,4,46.35,6,48.85,6,54.45,6,50.89,3,19.7,9,73.7,11,89.16,7,58.56,6,51.24,9,96.87,4,31.885,4,39.345,449,2788.984
2226,934,4494.461,3,34.97,6,40.8,8,72.71,8,59.69,11,104.56,11,107.16,14,112.325,25,232.745,14,110.595,12,127.715,17,126.38,18,164.505,9,74.585,12,126.916,1102,5990.117
2227,791,4269.985,9,70.655,7,61.65,16,150.52,19,120.815,13,108.21,12,199.75,10,96.305,15,152.945,9,96.295,7,58.86,11,110.71,17,155.29,9,88.25,9,73.725,954,5813.965
2228,935,5325.507,7,69.85,8,66.07,12,95.45,13,105.32,12,191.29,13,106.08,13,105.22,13,108.695,16,153.64,7,61.405,12,124.835,17,166.99,12,101.755,9,81.735,1099,6863.842
2229,1561,10820.912,12,102.72,21,225.435,17,131.375,16,111.7,25,212.195,19,157.705,28,248.58,32,312.195,19,182.495,23,277.195,31,288.045,25,227.855,14,125.525,24,237.725,1867,13661.657
2230,1471,8829.385,14,116.29,17,135.65,8,80.075,13,120.185,13,100.5,15,127.975,18,175.67,14,144.95,25,230.2,16,165.225,25,234.02,20,205.105,17,136.895,14,122.93,1700,10925.055
2231,251,1752.088,1,10.53,1,9.2,0,0,4,28.66,3,24.96,1,6.84,3,29.15,3,26.755,3,25.6,2,23.655,1,6.24,6,141.835,2,19.92,2,14.95,283,2120.383
2232,1927,10368.607,13,99.095,15,113.905,17,153.24,23,212.37,19,133.07,22,188.2,15,128.76,26,209.075,27,210.075,19,161.405,28,330.39,38,371.265,13,117.17,10,91.605,2212,12888.232
2233,2362,12086.293,17,121.95,31,253.99,19,136.635,20,171.87,27,214.695,40,348.855,24,195.245,36,294.41,31,268.48,26,221.305,36,311.555,40,358.976,20,185.065,19,186.78,2748,15356.104
2234,2973,17406.084,19,153.05,17,145.43,15,143.705,22,182.9,33,299.175,36,325.98,29,298.745,53,494.125,35,322.665,44,402.295,51,485.18,44,397.995,20,204.09,24,255.9,3415,21517.319
2250,6845,41534.093,38,330.355,58,477.175,51,543.15,51,458.58,53,443.06,52,640.995,53,580.665,71,647.8,58,612.36,70,628.495,83,820.3,65,762.42,39,372.03,38,328.875,7625,49180.353
2251,3428,17201.097,17,108.7,29,242.53,25,239.045,39,252.32,42,335.68,43,332.52,24,185.58,33,268.58,32,291.79,40,370.265,69,577.65,41,376.485,22,182.8,30,238.765,3914,21203.807
2256,1545,7506.509,11,89.975,8,62.52,9,60.255,14,122.29,21,173.75,20,143.545,8,59.89,21,212.395,14,116.13,13,122.34,27,217.54,24,212.095,15,126.345,11,87.29,1761,9312.869
